File path,File Name,Test Files Added Date,Number Of People Involved,Number of Modifications,Modification Dates,People involved
numpy/core/tests/test__exceptions.py, test__exceptions.py, 2019-09-08, 4, 4,  2019-09-08 2020-11-18 2021-07-20 2021-09-21,  Eric Wieser bernie gray Bas van Beek Dimitri Papadopoulos
tools/ci/test_all_newsfragments_used.py, test_all_newsfragments_used.py, 2019-08-06, 2, 3,  2019-08-06 2020-03-04 2021-04-16,  Sebastian Berg Changqing Li
None, test_issue14735.py, 2019-10-30, 2, 2,  2019-10-30 2019-12-23,  keewis Matti Picus
numpy/random/tests/test_extending.py, test_extending.py, 2019-11-19, 4, 15,  2019-11-19 2019-11-21 2019-11-22 2019-12-26 2019-12-27 2020-01-28 2020-02-05 2020-03-17 2020-05-06 2020-07-10 2021-11-19 2022-02-04,  Matti Picus mattip Mike Taves Charles Harris
numpy/f2py/tests/test_crackfortran.py, test_crackfortran.py, 2019-12-03, 9, 20,  2019-12-03 2019-08-27 2020-02-05 2020-03-18 2020-10-27 2020-11-05 2021-01-17 2021-02-15 2021-07-08 2021-09-01 2021-09-26 2020-03-27 2021-12-02 2021-12-05 2021-12-04 2021-12-06 2022-01-04 2019-11-29,  mattip Jon Dufresne Mike Taves Damien Caliste Ian Thomas Pearu Peterson Matti Picus Charles Harris Rohit Goswami
numpy/core/tests/test_protocols.py, test_protocols.py, 2019-12-23, 1, 1,  2019-12-23,  Matti Picus
None, test_ccompiler.py, 2019-12-30, 3, 3,  2019-12-30 2019-08-27 2020-01-04,  Matti Picus Jon Dufresne mattip
numpy/core/tests/test_cpu_features.py, test_cpu_features.py, 2020-01-21, 5, 9,  2020-01-21 2020-05-19 2020-06-24 2021-05-19 2021-02-01 2021-12-13 2022-01-07,  Sayed Adel Mike Taves DWesl Pradipta Ghosh Rafael Cardoso Fernandes Sousa
numpy/distutils/tests/test_mingw32ccompiler.py, test_mingw32ccompiler.py, 2020-03-07, 2, 2,  2020-03-07 2020-03-08,  Sebastian Berg mattip
numpy/core/tests/test_conversion_utils.py, test_conversion_utils.py, 2020-04-17, 2, 5,  2020-04-17 2020-05-31 2020-03-31 2020-06-08,  Eric Wieser Anirudh Subramanian
numpy/core/tests/test_cython.py, test_cython.py, 2020-05-21, 5, 8,  2020-05-21 2020-05-22 2020-07-10 2020-08-24 2020-10-27 2022-01-13 2022-02-04,  jbrockmendel mattip Eric Wieser Leo Singer Charles Harris
numpy/typing/tests/test_typing.py, test_typing.py, 2020-06-06, 6, 35,  2020-06-06 2020-06-07 2020-09-01 2020-07-10 2020-10-01 2020-10-16 2020-10-21 2020-10-22 2020-11-30 2021-01-15 2021-01-21 2021-01-22 2021-02-01 2021-02-03 2021-02-10 2021-02-18 2021-02-12 2021-05-21 2021-09-21 2021-09-30 2021-10-01 2021-10-26 2021-10-29 2021-11-03 2021-11-26 2022-03-18,  Josh Wilson Bas van Beek Charles Harris Kevin Sheppard Dimitri Papadopoulos Sayantika Banik
numpy/distutils/checks/test_flags.c, test_flags.c, 2020-06-13, 1, 1,  2020-06-13,  Sayed Adel
numpy/distutils/tests/test_ccompiler_opt.py, test_ccompiler_opt.py, 2020-06-13, 5, 9,  2020-06-13 2020-12-15 2021-03-28 2021-05-19 2021-10-25 2021-12-14 2021-12-15 2022-01-07 2022-01-17,  Sayed Adel Michał Górny Mike Taves Tom Tan Rafael Cardoso Fernandes Sousa
numpy/distutils/tests/test_ccompiler_opt_conf.py, test_ccompiler_opt_conf.py, 2020-06-13, 1, 4,  2020-06-13 2020-08-21 2020-08-26 2020-12-15,  Sayed Adel
numpy/core/tests/test_cpu_dispatcher.py, test_cpu_dispatcher.py, 2020-06-13, 2, 2,  2020-06-13 2021-09-21,  Sayed Adel Dimitri Papadopoulos
numpy/core/tests/test_array_coercion.py, test_array_coercion.py, 2020-06-19, 3, 20,  2020-06-19 2020-06-25 2020-07-08 2020-07-24 2020-09-02 2020-09-28 2020-09-30 2020-10-01 2020-11-20 2020-12-09 2021-01-20 2021-01-04 2021-07-30 2021-09-21 2022-01-17,  Sebastian Berg Dimitri Papadopoulos Andrew Murray
numpy/lib/tests/test_financial_expired.py, test_financial_expired.py, 2020-08-12, 2, 3,  2020-08-12 2020-08-22 2020-09-10,  Warren Weckesser Sebastian Berg
numpy/f2py/tests/test_module_doc.py, test_module_doc.py, 2020-09-23, 2, 6,  2020-09-23 2020-09-24 2020-09-26 2021-11-28 2021-12-02 2021-12-06,  MelissaWM Rohit Goswami
numpy/core/tests/test_simd.py, test_simd.py, 2020-07-08, 5, 30,  2020-07-08 2020-09-14 2020-09-15 2020-10-27 2020-11-03 2020-10-30 2020-11-16 2020-12-09 2020-12-10 2020-12-14 2020-12-23 2020-12-29 2021-01-20 2021-01-22 2021-01-25 2021-01-27 2021-01-16 2021-04-28 2021-05-01 2021-05-03 2021-05-19 2021-08-23 2021-10-23 2021-08-24 2021-11-14 2021-08-27 2021-12-13 2021-11-15,  Sayed Adel Qiyu8 HowJmay slowy07 HowJMay
numpy/core/tests/test_simd_module.py, test_simd_module.py, 2020-09-02, 1, 2,  2020-09-02 2020-09-15,  Sayed Adel
numpy/typing/tests/test_isfile.py, test_isfile.py, 2020-11-03, 2, 5,  2020-11-03 2020-11-05 2021-04-25 2021-09-20 2021-09-22,  Bas van Beek Douglas Fenstermacher
numpy/core/tests/test_casting_unittests.py, test_casting_unittests.py, 2020-11-04, 5, 18,  2020-11-04 2020-11-24 2021-03-17 2021-03-18 2020-12-09 2021-06-23 2021-06-24 2021-06-29 2021-07-30 2021-08-26 2021-08-27 2021-09-21 2021-09-07 2021-10-08 2021-12-20,  Sebastian Berg Gregory Lee Yashasvi Misra Dimitri Papadopoulos Alessia Marcolini
numpy/core/tests/test_arraymethod.py, test_arraymethod.py, 2020-11-04, 2, 4,  2020-11-04 2021-07-14 2021-09-16,  Sebastian Berg Bas van Beek
numpy/distutils/tests/test_build_ext.py, test_build_ext.py, 2021-02-04, 1, 1,  2021-02-04,  Nicholas McKibben
numpy/core/tests/test_argparse.py, test_argparse.py, 2021-03-17, 1, 1,  2021-03-17,  Sebastian Berg
numpy/f2py/tests/test_abstract_interface.py, test_abstract_interface.py, 2021-03-29, 3, 6,  2021-03-29 2021-03-31 2021-11-28 2021-12-02 2021-12-04 2021-12-06,  Pearu Peterson Charles Harris Rohit Goswami
numpy/typing/tests/test_generic_alias.py, test_generic_alias.py, 2021-01-11, 1, 12,  2021-01-11 2021-05-07 2021-05-25 2021-06-04 2021-06-05 2021-07-12 2021-11-10 2021-12-21 2022-03-18,  Bas van Beek
numpy/core/tests/test_hashtable.py, test_hashtable.py, 2021-06-21, 1, 1,  2021-06-21,  Sebastian Berg
numpy/typing/tests/test_runtime.py, test_runtime.py, 2021-06-24, 1, 3,  2021-06-24 2021-08-14 2021-09-30,  Bas van Beek
None, test_typing_extensions.py, 2021-07-19, 1, 3,  2021-07-19 2021-07-21 2021-08-30,  Bas van Beek
numpy/array_api/tests/test_array_object.py, test_array_object.py, 2021-07-19, 3, 12,  2021-07-19 2021-07-21 2021-07-22 2021-08-04 2021-08-06 2021-09-25 2021-11-03 2021-11-12 2021-12-01 2021-12-06 2022-01-07,  Aaron Meurer Amit Kumar Matthew
numpy/array_api/tests/test_elementwise_functions.py, test_elementwise_functions.py, 2021-07-23, 2, 6,  2021-07-23 2021-08-04 2021-08-06 2022-01-07,  Aaron Meurer Matthew
numpy/array_api/tests/test_creation_functions.py, test_creation_functions.py, 2021-07-23, 3, 9,  2021-07-23 2021-08-04 2021-08-06 2021-09-03 2021-09-04 2021-10-08 2021-11-12,  Aaron Meurer czgdp1807 Alessia Marcolini
numpy/core/tests/test_custom_dtypes.py, test_custom_dtypes.py, 2021-07-20, 1, 8,  2021-07-20 2021-07-26 2021-07-27 2021-08-09 2021-09-07 2021-10-19,  Sebastian Berg
numpy/f2py/tests/test_symbolic.py, test_symbolic.py, 2021-09-01, 3, 6,  2021-09-01 2021-09-03 2021-12-02 2021-12-06 2022-01-11,  Pearu Peterson Rohit Goswami melissawm
numpy/core/tests/test_mem_policy.py, test_mem_policy.py, 2021-10-25, 4, 7,  2021-10-25 2021-10-27 2021-10-29 2021-10-30 2021-11-10,  Matti Picus Sebastian Berg mattip Elias Koromilas
numpy/core/tests/test_dlpack.py, test_dlpack.py, 2021-05-27, 3, 13,  2021-05-27 2021-05-28 2021-05-30 2021-05-31 2021-11-02 2021-11-04 2022-02-25 2022-03-02 2022-03-01 2022-03-03,  Hameer Abbasi mattip Tirth Patel
numpy/tests/test__all__.py, test__all__.py, 2021-11-03, 1, 1,  2021-11-03,  warren
numpy/distutils/tests/test_log.py, test_log.py, 2021-11-11, 1, 1,  2021-11-11,  Matthew
numpy/core/tests/test_array_interface.py, test_array_interface.py, 2021-12-29, 1, 1,  2021-12-29,  Burlen Loring
numpy/array_api/tests/test_sorting_functions.py, test_sorting_functions.py, 2022-01-12, 1, 1,  2022-01-12,  Matthew Barber
numpy/array_api/tests/test_set_functions.py, test_set_functions.py, 2022-01-13, 1, 1,  2022-01-13,  Matthew
numpy/core/tests/test_limited_api.py, test_limited_api.py, 2022-01-13, 1, 1,  2022-01-13,  Leo Singer
numpy/lib/tests/test_loadtxt.py, test_loadtxt.py, 2022-01-14, 2, 17,  2022-01-14 2022-01-15 2022-01-19 2022-01-28 2022-01-30 2022-02-13,  Sebastian Berg Ross Barnowski
numpy/_pyinstaller/test_pyinstaller.py, test_pyinstaller.py, 2022-01-06, 1, 1,  2022-01-06,  bwoodsend
numpy/array_api/tests/test_data_type_functions.py, test_data_type_functions.py, 2022-01-24, 1, 2,  2022-01-24 2022-02-09,  Matthew Barber
numpy/array_api/tests/test_validation.py, test_validation.py, 2022-01-24, 1, 1,  2022-01-24,  Matthew Barber
